product_id,product_name,brand,product_type,hair_issue,key_ingredients,rating,description,hair_issue_def,treatment,caused_by,product_image
48,Neutrogena T/Sal Therapeutic Shampoo,Neutrogena,Shampoo,Seborrheic Dermatitis,Salicylic Acid,4.4,Shampoo Neutrogena Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjRCI14OtMNImAuYp8GA2EQ5HAHIerE9CPFA&s
49,Dove DermaCare Scalp Anti-Dandruff Shampoo,Dove,Shampoo,Seborrheic Dermatitis,Pyrithione Zinc,4.5,Shampoo Dove Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://images-cdn.ubuy.co.id/65843cddeb3be945d93bfcf3-dove-dermacare-scalp-anti-dandruff-daily.jpg
50,Nizoral A-D Anti-Dandruff Shampoo,Nizoral,Shampoo,Seborrheic Dermatitis,Ketoconazole,4.6,Shampoo Nizoral Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKj5Lgx2hBjyxDLGusTBtA5GGxkTpRY4RVLQ&s
51,OGX Biotin & Collagen Shampoo,OGX,Shampoo,Telogen Effluvium,Biotin,4.5,Shampoo OGX Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://images-cdn.ubuy.co.id/65f4de8bd185c67ab437626b-ogx-thick-full-biotin-collagen.jpg
52,Revita Hair Stimulating Shampoo,Revita,Shampoo,Telogen Effluvium,Caffeine,4.4,Shampoo Revita Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://images-cdn.ubuy.co.id/633b42436c93ec61f037f199-ds-laboratories-revita-hair-growth.jpg
53,ArtNaturals Argan Oil Shampoo,ArtNaturals,Shampoo,Telogen Effluvium,Argan Oil,4.3,Shampoo ArtNaturals Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://m.media-amazon.com/images/I/61KzPk+vZ3L.jpg
54,Ultrax Labs Hair Surge Caffeine Hair Loss Shampoo,Ultrax Labs,Shampoo,Telogen Effluvium,Caffeine,4.4,Shampoo Ultrax Labs Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIe6rbSb2K5vuFJvqJxH78TyzBz4lPJx06zQ&s
55,Mane 'n Tail Original Shampoo,Mane 'n Tail,Shampoo,Telogen Effluvium,Hydrolyzed Protein,4.2,Shampoo Mane 'n Tail Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://dynamic.zacdn.com/U0BtQVLgqCE9F42VpQvuem-q9yI=/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/mane-n-tail-3973-7744903-1.jpg
56,Nizoral A-D Anti-Dandruff Shampoo,Nizoral,Shampoo,Tinea Capitis,Ketoconazole,4.4,Shampoo Nizoral Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://images-cdn.ubuy.co.id/66102b80cbf89e3b8e02207f-nizoral-a-d-anti-dandruff-shampoo-4-fl.jpg
57,Head & Shoulders Clinical Strength Shampoo,Head & Shoulders,Shampoo,Tinea Capitis,Climbazole,4.3,Shampoo Head & Shoulders Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYLcu9VeFJ5_Nhf5PvS16FBRpF3W8maP2OAw&s
58,Maple Holistics Pure Tea Tree Oil Shampoo,Maple Holistics,Shampoo,Tinea Capitis,Tea Tree Oil,4.5,Shampoo Maple Holistics Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://m.media-amazon.com/images/I/61+8dMuAexL._AC_UF894,1000_QL80_.jpg
59,ArtNaturals Therapeutic Anti-Dandruff Shampoo,ArtNaturals,Shampoo,Tinea Capitis,Argan Oil,4.4,Shampoo ArtNaturals Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://m.media-amazon.com/images/I/61RgHTCFE8L.jpg
60,Majestic Pure Tea Tree Shampoo,Majestic Pure,Shampoo,Tinea Capitis,Tea Tree Oil,4.3,Shampoo Majestic Pure Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROTpX4PrmzQN7cgCyFx_rlvHouG-8UKSK-cw&s
61,Nioxin Cleanser Shampoo,Nioxin,Shampoo,Alopecia Areata,Niacinamide,4.3,Shampoo Nioxin Treatment for alopecia areata.,An autoimmune condition causing patchy hair loss.,"Prevention: Difficult to prevent due to autoimmune nature, but managing stress and overall health can help.Diagnosis: Clinical examination, scalp biopsy.Treatment: Topical corticosteroids, immunotherapy, shampoos with biotin, niacinamide.Rehabilitation: Psychological support, use of wigs or hairpieces if necessary.",Autoimmune attack on hair follicles.,https://shop.petermark.ie/cdn/shop/files/system_3_shampoo.png?v=1694604556&width=1100
62,Natural Hair Growth Shampoo with Biotin,Natural Hair Growth,Shampoo,Alopecia Areata,Biotin,4.4,Shampoo Natural Hair Growth Treatment for alopecia areata.,An autoimmune condition causing patchy hair loss.,"Prevention: Difficult to prevent due to autoimmune nature, but managing stress and overall health can help.Diagnosis: Clinical examination, scalp biopsy.Treatment: Topical corticosteroids, immunotherapy, shampoos with biotin, niacinamide.Rehabilitation: Psychological support, use of wigs or hairpieces if necessary.",Autoimmune attack on hair follicles.,https://images-cdn.ubuy.co.id/63d54323aab5760e812098a4-hair-chemist-biotin-pro-growth-shampoo.jpg
63,Ultrax Labs Hair Solaye Conditioner,Ultrax Labs,Conditioner,Alopecia Areata,Saw Palmetto,4.5,Conditioner Ultrax Labs Treatment for alopecia areata.,An autoimmune condition causing patchy hair loss.,"Prevention: Difficult to prevent due to autoimmune nature, but managing stress and overall health can help.Diagnosis: Clinical examination, scalp biopsy.Treatment: Topical corticosteroids, immunotherapy, shampoos with biotin, niacinamide.Rehabilitation: Psychological support, use of wigs or hairpieces if necessary.",Autoimmune attack on hair follicles.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTe5SYA5oDrxZTVTmfcFPghNHK1Me2rQ0Gtg&s
64,Maple Holistics Biotin Shampoo,Maple Holistics,Shampoo,Alopecia Areata,Biotin,4.6,Shampoo Maple Holistics Treatment for alopecia areata.,An autoimmune condition causing patchy hair loss.,"Prevention: Difficult to prevent due to autoimmune nature, but managing stress and overall health can help.Diagnosis: Clinical examination, scalp biopsy.Treatment: Topical corticosteroids, immunotherapy, shampoos with biotin, niacinamide.Rehabilitation: Psychological support, use of wigs or hairpieces if necessary.",Autoimmune attack on hair follicles.,https://mapleholistics.com/cdn/shop/files/b01encboa0_1.png?v=1704262708&width=1080
65,Pura D'or Hair Thinning Therapy Shampoo,Pura D'or,Shampoo,Alopecia Areata,Aloe Vera,4.5,Shampoo Pura D'or Treatment for alopecia areata.,An autoimmune condition causing patchy hair loss.,"Prevention: Difficult to prevent due to autoimmune nature, but managing stress and overall health can help.Diagnosis: Clinical examination, scalp biopsy.Treatment: Topical corticosteroids, immunotherapy, shampoos with biotin, niacinamide.Rehabilitation: Psychological support, use of wigs or hairpieces if necessary.",Autoimmune attack on hair follicles.,https://images-cdn.ubuy.ae/65260c2241bc0244ce6d822c-pura-d-or-hair-thinning-therapy.jpg
66,Free & Clear Conditioner,Free & Clear,Conditioner,Contact Dermatitis,Glycerin,4.3,Conditioner Free & Clear Treatment for contact dermatitis.,A common scalp condition that causes flaky skin.,"Prevention: Regular use of anti-dandruff shampoos, maintaining scalp hygiene. Diagnosis: Clinical examination by a dermatologist. Treatment: Anti-dandruff shampoos containing active ingredients like pyrithione zinc, selenium sulfide, ketoconazole, etc. Rehabilitation: Ongoing use of maintenance treatments, avoiding triggers like stress and certain hair products.","Malassezia yeast, seborrheic dermatitis, sensitivity to hair care products.",https://m.media-amazon.com/images/I/51jZ3-cf8vL.jpg
67,SheaMoisture African Black Soap Deep Cleansing Shampoo,SheaMoisture,Shampoo,Contact Dermatitis,Aloe Vera,4.2,Shampoo SheaMoisture Treatment for contact dermatitis.,A common scalp condition that causes flaky skin.,"Prevention: Regular use of anti-dandruff shampoos, maintaining scalp hygiene. Diagnosis: Clinical examination by a dermatologist. Treatment: Anti-dandruff shampoos containing active ingredients like pyrithione zinc, selenium sulfide, ketoconazole, etc. Rehabilitation: Ongoing use of maintenance treatments, avoiding triggers like stress and certain hair products.","Malassezia yeast, seborrheic dermatitis, sensitivity to hair care products.",https://m.media-amazon.com/images/I/714qeqvwZ9L.jpg
68,Eucerin DermoCapillaire pH5 Mild Shampoo,Eucerin,Shampoo,Contact Dermatitis,Urea,4.4,Shampoo Eucerin Treatment for contact dermatitis.,A common scalp condition that causes flaky skin.,"Prevention: Regular use of anti-dandruff shampoos, maintaining scalp hygiene. Diagnosis: Clinical examination by a dermatologist. Treatment: Anti-dandruff shampoos containing active ingredients like pyrithione zinc, selenium sulfide, ketoconazole, etc. Rehabilitation: Ongoing use of maintenance treatments, avoiding triggers like stress and certain hair products.","Malassezia yeast, seborrheic dermatitis, sensitivity to hair care products.",https://www.loverte.com/media/catalog/product/cache/c219243043114d1b7da79f7f46c6d533/4/0/4005800036736_uus.jpg?auto=webp&format=pjpg&width=800&height=800&fit=contain
69,Aveeno Skin Relief Soothing Shampoo,Aveeno,Shampoo,Contact Dermatitis,Oatmeal,4.5,Shampoo Aveeno Treatment for contact dermatitis.,A common scalp condition that causes flaky skin.,"Prevention: Regular use of anti-dandruff shampoos, maintaining scalp hygiene. Diagnosis: Clinical examination by a dermatologist. Treatment: Anti-dandruff shampoos containing active ingredients like pyrithione zinc, selenium sulfide, ketoconazole, etc. Rehabilitation: Ongoing use of maintenance treatments, avoiding triggers like stress and certain hair products.","Malassezia yeast, seborrheic dermatitis, sensitivity to hair care products.",https://m.media-amazon.com/images/I/61CYhfkv4rL.jpg
70,T/Sal Therapeutic Shampoo Scalp Build-Up Control,T/Sal,Shampoo,Contact Dermatitis,Salicylic Acid,4.3,Shampoo T/Sal Treatment for contact dermatitis.,A common scalp condition that causes flaky skin.,"Prevention: Regular use of anti-dandruff shampoos, maintaining scalp hygiene. Diagnosis: Clinical examination by a dermatologist. Treatment: Anti-dandruff shampoos containing active ingredients like pyrithione zinc, selenium sulfide, ketoconazole, etc. Rehabilitation: Ongoing use of maintenance treatments, avoiding triggers like stress and certain hair products.","Malassezia yeast, seborrheic dermatitis, sensitivity to hair care products.",https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//83/MTA-2715300/neutrogena_neutrogena-t-sal-therapeutic-scalp-build-up-control-shampoo--133-ml-_full02.jpg
71,SheaMoisture Raw Shea Butter Moisture Retention Shampoo,SheaMoisture,Shampoo,Dry Hair,Shea Butter,4.7,Shampoo SheaMoisture Treatment for dry hair.,Hair that lacks moisture or oils.,"Prevention: Using moisturizing shampoos and conditioners, avoiding excessive heat styling.Diagnosis: Clinical examination.Treatment: Shampoos and conditioners with ingredients like shea butter, coconut oil, argan oil.Rehabilitation: Regular deep conditioning treatments, avoiding harsh chemicals.","Over-washing, heat damage, environmental factors.",https://m.media-amazon.com/images/I/51RJjFHIGrL.jpg
72,L'Oréal Paris Elvive Extraordinary Oil Shampoo,L'Oréal Paris,Shampoo,Dry Hair,Coconut Oil,4.6,Shampoo L'Oréal Paris Treatment for dry hair.,Hair that lacks moisture or oils.,"Prevention: Using moisturizing shampoos and conditioners, avoiding excessive heat styling.Diagnosis: Clinical examination.Treatment: Shampoos and conditioners with ingredients like shea butter, coconut oil, argan oil.Rehabilitation: Regular deep conditioning treatments, avoiding harsh chemicals.","Over-washing, heat damage, environmental factors.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf9e7zDlahhTW8rSzrHg4xqDqfVLWxE8omxQ&s
73,Redken All Soft Shampoo,Redken,Shampoo,Dry Hair,Argan Oil,4.8,Shampoo Redken Treatment for dry hair.,Hair that lacks moisture or oils.,"Prevention: Using moisturizing shampoos and conditioners, avoiding excessive heat styling.Diagnosis: Clinical examination.Treatment: Shampoos and conditioners with ingredients like shea butter, coconut oil, argan oil.Rehabilitation: Regular deep conditioning treatments, avoiding harsh chemicals.","Over-washing, heat damage, environmental factors.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1rj85werEBj6_fsQCxLHZ0BgH5dtbpkoQ0Q&s
74,Kérastase Nutritive Bain Satin 2 Shampoo,Kérastase,Shampoo,Dry Hair,Irisome Complex,4.9,Shampoo Kérastase Treatment for dry hair.,Hair that lacks moisture or oils.,"Prevention: Using moisturizing shampoos and conditioners, avoiding excessive heat styling.Diagnosis: Clinical examination.Treatment: Shampoos and conditioners with ingredients like shea butter, coconut oil, argan oil.Rehabilitation: Regular deep conditioning treatments, avoiding harsh chemicals.","Over-washing, heat damage, environmental factors.",https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//83/MTA-1254611/kerastase_kerastase-shampoo-bain-satin-2_full02.jpg
75,OGX Hydrate & Repair Argan Oil of Morocco Shampoo,OGX,Shampoo,Dry Hair,Argan Oil,4.6,Shampoo OGX Treatment for dry hair.,Hair that lacks moisture or oils.,"Prevention: Using moisturizing shampoos and conditioners, avoiding excessive heat styling.Diagnosis: Clinical examination.Treatment: Shampoos and conditioners with ingredients like shea butter, coconut oil, argan oil.Rehabilitation: Regular deep conditioning treatments, avoiding harsh chemicals.","Over-washing, heat damage, environmental factors.",https://m.media-amazon.com/images/I/71SAs8o2QtL.jpg
76,Tea Tree Special Shampoo,Tea Tree,Shampoo,Folliculitis,Tea Tree Oil,4.7,Shampoo Tea Tree Treatment for folliculitis.,"Inflammation of the hair follicles, often caused by bacterial or fungal infection.","Prevention: Good hygiene, avoiding tight clothing.Diagnosis: Clinical examination, bacterial cultures.Treatment: Antibacterial or antifungal shampoos, topical antibiotics.Rehabilitation: Maintaining scalp hygiene, monitoring for recurrence.","Bacterial infection (Staphylococcus aureus), fungal infection.",https://i5.walmartimages.com/asr/5c645ee9-8514-4de5-93f8-d1299067ef69.58179f9447d2f270e16f2408ffdf2cf7.jpeg
77,Neutrogena T/Gel Stubborn Itch Control Shampoo,Neutrogena,Shampoo,Folliculitis,Coal Tar,4.4,Shampoo Neutrogena Treatment for folliculitis.,"Inflammation of the hair follicles, often caused by bacterial or fungal infection.","Prevention: Good hygiene, avoiding tight clothing.Diagnosis: Clinical examination, bacterial cultures.Treatment: Antibacterial or antifungal shampoos, topical antibiotics.Rehabilitation: Maintaining scalp hygiene, monitoring for recurrence.","Bacterial infection (Staphylococcus aureus), fungal infection.",https://m.media-amazon.com/images/I/71S5fq5KkgL.jpg
78,DermaHarmony 2% Pyrithione Zinc Shampoo,DermaHarmony,Shampoo,Folliculitis,Pyrithione Zinc,4.3,Shampoo DermaHarmony Treatment for folliculitis.,"Inflammation of the hair follicles, often caused by bacterial or fungal infection.","Prevention: Good hygiene, avoiding tight clothing.Diagnosis: Clinical examination, bacterial cultures.Treatment: Antibacterial or antifungal shampoos, topical antibiotics.Rehabilitation: Maintaining scalp hygiene, monitoring for recurrence.","Bacterial infection (Staphylococcus aureus), fungal infection.",https://m.media-amazon.com/images/I/71JgHWcq0CL.jpg
79,CLn Gentle Shampoo,CLn,Shampoo,Folliculitis,Sodium Hypochlorite,4.2,Shampoo CLn Treatment for folliculitis.,"Inflammation of the hair follicles, often caused by bacterial or fungal infection.","Prevention: Good hygiene, avoiding tight clothing.Diagnosis: Clinical examination, bacterial cultures.Treatment: Antibacterial or antifungal shampoos, topical antibiotics.Rehabilitation: Maintaining scalp hygiene, monitoring for recurrence.","Bacterial infection (Staphylococcus aureus), fungal infection.",https://www.clnwash.com/cdn/shop/products/cln-gentle-shampoo-2-in-1-shop-all-products-cln-skin-care-525602.jpg?v=1641421866
80,Aveeno Scalp Soothing Apple Cider Vinegar Blend Shampoo,Aveeno,Shampoo,Folliculitis,Apple Cider Vinegar,4.5,Shampoo Aveeno Treatment for folliculitis.,"Inflammation of the hair follicles, often caused by bacterial or fungal infection.","Prevention: Good hygiene, avoiding tight clothing.Diagnosis: Clinical examination, bacterial cultures.Treatment: Antibacterial or antifungal shampoos, topical antibiotics.Rehabilitation: Maintaining scalp hygiene, monitoring for recurrence.","Bacterial infection (Staphylococcus aureus), fungal infection.",https://www.dalyspharmacy.ie/wp-content/uploads/2021/09/Aveeno-Clarify-Shine-Apple-Cider-Vinegar-Blend-Shampoo.jpg
81,LiceLogic Clear & Free Shampoo,LiceLogic,Shampoo,Head Lice,Neem Oil,4.4,Shampoo LiceLogic Treatment for head lice.,Infestation of the scalp by lice.,"Prevention: Avoiding head-to-head contact, not sharing personal items.Diagnosis: Visual inspection, use of a lice comb.Treatment: Lice-killing shampoos containing neem oil, tea tree oil, coconut oil.Rehabilitation: Regular checks, nit combing.",Infestation by Pediculus humanus capitis.,https://logicproducts.com/cdn/shop/products/Licelogic-Clear-and-Free-Shampoo-Front_1024x1024.jpg?v=1650394863
82,Fairy Tales Rosemary Repel Lice Prevention Shampoo,Fairy Tales,Shampoo,Head Lice,Rosemary Oil,4.3,Shampoo Fairy Tales Treatment for head lice.,Infestation of the scalp by lice.,"Prevention: Avoiding head-to-head contact, not sharing personal items.Diagnosis: Visual inspection, use of a lice comb.Treatment: Lice-killing shampoos containing neem oil, tea tree oil, coconut oil.Rehabilitation: Regular checks, nit combing.",Infestation by Pediculus humanus capitis.,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.amazon.com%2FFairy-Tales-Rosemary-Conditioner-Conditioning%2Fdp%2FB077KWFKZX&psig=AOvVaw1khe3d7UcITkCkhUtKZjL0&ust=1718543666251000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLCQxZfY3YYDFQAAAAAdAAAAABAw
83,Babo Botanicals Lice Repel Shampoo,Babo Botanicals,Shampoo,Head Lice,Rosemary Oil,4.2,Shampoo Babo Botanicals Treatment for head lice.,Infestation of the scalp by lice.,"Prevention: Avoiding head-to-head contact, not sharing personal items.Diagnosis: Visual inspection, use of a lice comb.Treatment: Lice-killing shampoos containing neem oil, tea tree oil, coconut oil.Rehabilitation: Regular checks, nit combing.",Infestation by Pediculus humanus capitis.,https://m.media-amazon.com/images/I/71ZKlA7YzTL.jpg
84,SoCozy Boo! Lice Scaring Shampoo,SoCozy,Shampoo,Head Lice,Tea Tree Oil,4.5,Shampoo SoCozy Treatment for head lice.,Infestation of the scalp by lice.,"Prevention: Avoiding head-to-head contact, not sharing personal items.Diagnosis: Visual inspection, use of a lice comb.Treatment: Lice-killing shampoos containing neem oil, tea tree oil, coconut oil.Rehabilitation: Regular checks, nit combing.",Infestation by Pediculus humanus capitis.,https://om.kynobaby.com/wp-content/uploads/2023/08/855553005817-1.jpg
85,Schooltime Shampoo for Lice and Nits,Schooltime,Shampoo,Head Lice,Coconut Oil,4.4,Shampoo Schooltime Treatment for head lice.,Infestation of the scalp by lice.,"Prevention: Avoiding head-to-head contact, not sharing personal items.Diagnosis: Visual inspection, use of a lice comb.Treatment: Lice-killing shampoos containing neem oil, tea tree oil, coconut oil.Rehabilitation: Regular checks, nit combing.",Infestation by Pediculus humanus capitis.,https://m.media-amazon.com/images/I/71RDJGDiWuL._AC_UF1000,1000_QL80_.jpg
86,OGX Thick & Full Biotin & Collagen Shampoo,OGX,Shampoo,Healthy Hair,Biotin,4.7,Shampoo OGX Shampoo for healthy hair.,"Hair that is strong, shiny, and resilient.","Prevention: Proper nutrition, using suitable hair care products.Diagnosis: Clinical examination, hair analysis.Treatment: Shampoos with nourishing ingredients like biotin, agave, keratin.Rehabilitation: Regular trims, protective styling.","Balanced diet, good hair care practices.",https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//catalog-image/104/MTA-135066388/ogx_ogx_thick_-_full_biotin_-_collagen_shampoo_full01_mhbxn5l9.jpg
87,Maui Moisture Strength & Anti-Breakage Agave Shampoo,Maui Moisture,Shampoo,Healthy Hair,Agave,4.6,Shampoo Maui Moisture Shampoo for healthy hair.,"Hair that is strong, shiny, and resilient.","Prevention: Proper nutrition, using suitable hair care products.Diagnosis: Clinical examination, hair analysis.Treatment: Shampoos with nourishing ingredients like biotin, agave, keratin.Rehabilitation: Regular trims, protective styling.","Balanced diet, good hair care practices.",https://m.media-amazon.com/images/I/61E9DGGx6aL.jpg
88,Nexxus Keraphix Damage Healing Shampoo,Nexxus,Shampoo,Healthy Hair,Keratin,4.5,Shampoo Nexxus Shampoo for healthy hair.,"Hair that is strong, shiny, and resilient.","Prevention: Proper nutrition, using suitable hair care products.Diagnosis: Clinical examination, hair analysis.Treatment: Shampoos with nourishing ingredients like biotin, agave, keratin.Rehabilitation: Regular trims, protective styling.","Balanced diet, good hair care practices.",https://images-cdn.ubuy.co.id/633aaf5d1eaf820807273b80-1-nexxus-keraphix-shampoo-amp.jpg
89,Renpure Originals Biotin & Collagen Shampoo,Renpure,Shampoo,Healthy Hair,Biotin,4.6,Shampoo Renpure Shampoo for healthy hair.,"Hair that is strong, shiny, and resilient.","Prevention: Proper nutrition, using suitable hair care products.Diagnosis: Clinical examination, hair analysis.Treatment: Shampoos with nourishing ingredients like biotin, agave, keratin.Rehabilitation: Regular trims, protective styling.","Balanced diet, good hair care practices.",https://m.media-amazon.com/images/I/715s64dehIL.jpg
90,Garnier Fructis Grow Strong Shampoo,Garnier,Shampoo,Healthy Hair,Apple Extract,4.5,Shampoo Garnier Shampoo for healthy hair.,"Hair that is strong, shiny, and resilient.","Prevention: Proper nutrition, using suitable hair care products.Diagnosis: Clinical examination, hair analysis.Treatment: Shampoos with nourishing ingredients like biotin, agave, keratin.Rehabilitation: Regular trims, protective styling.","Balanced diet, good hair care practices.",https://m.media-amazon.com/images/I/61fs05SfLtL.jpg
91,Neutrogena T/Gel Extra Strength Therapeutic Shampoo,Neutrogena,Shampoo,Lichen Planus,Coal Tar,4.3,Shampoo Neutrogena Treatment for lichen planus.,"An inflammatory condition that can affect the skin and mucous membranes, including the scalp.","Prevention: Difficult to prevent due to unknown etiology.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with coal tar, corticosteroids.Rehabilitation: Ongoing management, avoiding potential triggers.","autoimmune, the immune system attacking cells of the skin or mucous membranes.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiY3g3HzQ5liKCI_hvVMQtpb2a_lY81js9Rw&s
92,Head & Shoulders Clinical Solutions,Head & Shoulders,Shampoo,Lichen Planus,Selenium Sulfide,4.4,Shampoo Head & Shoulders Treatment for lichen planus.,"An inflammatory condition that can affect the skin and mucous membranes, including the scalp.","Prevention: Difficult to prevent due to unknown etiology.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with coal tar, corticosteroids.Rehabilitation: Ongoing management, avoiding potential triggers.","autoimmune, the immune system attacking cells of the skin or mucous membranes.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-yQGHqQQEqCaZZ2aCwWHv5dd9a1VdBf5X7g&s
93,Tar Shampoo 4% Coal Tar,Tar,Shampoo,Lichen Planus,Coal Tar,4.2,Shampoo Tar Treatment for lichen planus.,"An inflammatory condition that can affect the skin and mucous membranes, including the scalp.","Prevention: Difficult to prevent due to unknown etiology.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with coal tar, corticosteroids.Rehabilitation: Ongoing management, avoiding potential triggers.","autoimmune, the immune system attacking cells of the skin or mucous membranes.",https://images-cdn.ubuy.co.id/6353c99bf525d706861aadb6-polytar-scalp-shampoo-psoriasis-eczema.jpg
